Source,Target,Weight,Type
Anthony Bradbury,Basalisk,1,Directed
Berean Hunter,Basalisk,1,Directed
Go Phightins!,Basalisk,1,Directed
Kurtis,Basalisk,1,Directed
BuickCenturyDriver,Basalisk,1,Directed
Axl,Basalisk,1,Directed
Peridon,Basalisk,1,Directed
Swarm,Basalisk,1,Directed
Begoon,Basalisk,1,Directed
Miniapolis,Basalisk,1,Directed
MaxSem,Basalisk,1,Directed
Jmh649,Basalisk,1,Directed
Stalwart111,Basalisk,1,Directed
Rotten regard,Basalisk,1,Directed
Thine Antique Pen,Basalisk,1,Directed
Sven Manguard,Basalisk,1,Directed
Adjwilley,Basalisk,1,Directed
Phantomsteve,Basalisk,1,Directed
Doctree,Basalisk,1,Directed
Joe Decker,Basalisk,1,Directed
The Anonymouse,Basalisk,1,Directed
CharlieEchoTango,Basalisk,1,Directed
MrX,Basalisk,1,Directed
Nyttend,Basalisk,1,Directed
Newyorkbrad,Basalisk,1,Directed
Kraxler,Basalisk,1,Directed
Rlendog,Basalisk,1,Directed
Claritas,Basalisk,1,Directed
Elen of the Roads,Basalisk,1,Directed
Stanistani,Basalisk,1,Directed
GabeMc,Basalisk,1,Directed
Secret,Basalisk,1,Directed
Callanecc,Basalisk,1,Directed
Kim Dent-Brown,Basalisk,1,Directed
GiantSnowman,Basalisk,1,Directed
Torchiest,Basalisk,1,Directed
A7x,Basalisk,1,Directed
Moriori,Basalisk,1,Directed
Wizardman,Basalisk,1,Directed
RP459,Basalisk,1,Directed
Mifter,Basalisk,1,Directed
Nathan Johnson,Basalisk,1,Directed
C678,Basalisk,1,Directed
Chick Bowen,Basalisk,1,Directed
The ed17,Basalisk,1,Directed
Saedon,Basalisk,1,Directed
Wctaiwan,Basalisk,1,Directed
Brookie,Basalisk,1,Directed
TheSpecialUser,Basalisk,1,Directed
Pedro,Basalisk,1,Directed
Tryptofish,Basalisk,1,Directed
Lord Roem,Basalisk,1,Directed
Trevj,Basalisk,1,Directed
Vacation9,Basalisk,1,Directed
Kusma,Basalisk,1,Directed
Mr. Stradivarius,Basalisk,1,Directed
TParis,Basalisk,1,Directed
Scray,Basalisk,1,Directed
The Blade of the Northern Lights,Basalisk,1,Directed
Till,Basalisk,-1,Directed
Townlake,Basalisk,-1,Directed
Slon02,Basalisk,-1,Directed
Jusdafax,Basalisk,-1,Directed
Someguy1221,Basalisk,-1,Directed
Bzweebl,Basalisk,-1,Directed
Diesel-50,Basalisk,-1,Directed
Dank,Basalisk,-1,Directed
Carrite,Basalisk,-1,Directed
WilyD,Basalisk,-1,Directed
Reaper Eternal,Basalisk,-1,Directed
Kierzek,Basalisk,-1,Directed
Sue Rangell,Basalisk,-1,Directed
TruPepitoM,Basalisk,-1,Directed
Colonel Warden,Basalisk,-1,Directed
Everyking,Basalisk,-1,Directed
Bwilkins,Basalisk,-1,Directed
Dennis Brown,Bbb23,1,Directed
LadyofShalott,Bbb23,1,Directed
Diannaa,Bbb23,1,Directed
Lord Roem,Bbb23,1,Directed
Ryan Vesey,Bbb23,1,Directed
Cresix,Bbb23,1,Directed
Antandrus,Bbb23,1,Directed
The Blade of the Northern Lights,Bbb23,1,Directed
Connormah,Bbb23,1,Directed
Secret,Bbb23,1,Directed
Foxj,Bbb23,1,Directed
TParis,Bbb23,1,Directed
Wisdom89,Bbb23,1,Directed
SudoGhost,Bbb23,1,Directed
Morning Sunshine,Bbb23,1,Directed
Drmies,Bbb23,1,Directed
Dr.K.,Bbb23,1,Directed
Swarm,Bbb23,1,Directed
Jenks24,Bbb23,1,Directed
Nomoskedasticity,Bbb23,1,Directed
Minimac,Bbb23,1,Directed
Callanecc,Bbb23,1,Directed
Hahc21,Bbb23,1,Directed
Bgwhite,Bbb23,1,Directed
Valenciano,Bbb23,1,Directed
Mike 7,Bbb23,1,Directed
Ymblanter,Bbb23,1,Directed
Jusdafax,Bbb23,1,Directed
OohBunnies!,Bbb23,1,Directed
Malcolmxl5,Bbb23,1,Directed
IRWolfie-,Bbb23,1,Directed
Elockid,Bbb23,1,Directed
Siawase,Bbb23,1,Directed
Cyberpower678,Bbb23,1,Directed
IShadowed,Bbb23,1,Directed
Edinburgh Wanderer,Bbb23,1,Directed
MarnetteD,Bbb23,1,Directed
Ponyo,Bbb23,1,Directed
HueSatLum,Bbb23,1,Directed
Joe Decker,Bbb23,1,Directed
Gilderien,Bbb23,1,Directed
Dank,Bbb23,1,Directed
Monty845,Bbb23,1,Directed
Kevin Gorman,Bbb23,1,Directed
Mysterytrey,Bbb23,1,Directed
Ajraddatz,Bbb23,1,Directed
Trusilver,Bbb23,1,Directed
Axl,Bbb23,1,Directed
Chip123456,Bbb23,1,Directed
Torreslfchero,Bbb23,1,Directed
EdJohnston,Bbb23,1,Directed
Hiberniantears,Bbb23,1,Directed
AutomaticStrikeout,Bbb23,1,Directed
DoriSmith,Bbb23,1,Directed
Nolelover,Bbb23,1,Directed
Ihardlythinkso,Bbb23,1,Directed
Pharaoh of the Wizards,Bbb23,1,Directed
MONGO,Bbb23,1,Directed
Adjwilley,Bbb23,1,Directed
S Marshall,Bbb23,1,Directed
MichaelQSchmidt,Bbb23,1,Directed
Glrx,Bbb23,1,Directed
Ishdarian,Bbb23,1,Directed
28bytes,Bbb23,1,Directed
OlEnglish,Bbb23,1,Directed
Mr. Stradivarius,Bbb23,1,Directed
Vibhijain,Bbb23,1,Directed
Electriccatfish2,Bbb23,1,Directed
MelanieN,Bbb23,1,Directed
Berean Hunter,Bbb23,1,Directed
Nomader,Bbb23,1,Directed
The Interior,Bbb23,1,Directed
Carrite,Bbb23,1,Directed
Wsiegmund,Bbb23,1,Directed
Cailil,Bbb23,1,Directed
Binksternet,Bbb23,1,Directed
Zad68,Bbb23,1,Directed
ItsZippy,Bbb23,1,Directed
Cindamuse,Bbb23,1,Directed
Toa Nidhiki05,Bbb23,1,Directed
Fetchcomms,Bbb23,1,Directed
kelapstick,Bbb23,1,Directed
Collect,Bbb23,1,Directed
Rjd0060,Bbb23,1,Directed
Keilana,Bbb23,1,Directed
Sparklism,Bbb23,1,Directed
Brookie,Bbb23,1,Directed
Salvio  giuliano,Bbb23,1,Directed
Peridon,Bbb23,1,Directed
Crisco 1492,Bbb23,1,Directed
Maunus,Bbb23,1,Directed
Bishonen,Bbb23,1,Directed
Scottywong,Bbb23,1,Directed
SarekOfVulcan,Bbb23,1,Directed
Newyorkbrad,Bbb23,1,Directed
MastCell,Bbb23,1,Directed
Jorgath,Bbb23,1,Directed
BusterD,Bbb23,1,Directed
Anbu121,Bbb23,1,Directed
Bwilkins,Bbb23,1,Directed
Elizium23,Bbb23,1,Directed
Vertium,Bbb23,1,Directed
Daniel Case,Bbb23,1,Directed
kennedy,Bbb23,1,Directed
RP459,Bbb23,1,Directed
John,Bbb23,1,Directed
Daniel,Bbb23,1,Directed
Kafka Liz,Bbb23,1,Directed
Starblind,Bbb23,1,Directed
Wifione,Bbb23,1,Directed
ChrisGualtieri,Bbb23,1,Directed
GimliDotNet,Bbb23,1,Directed
,Bbb23,1,Directed
Riley Huntley,Bbb23,1,Directed
Pedro,Bbb23,1,Directed
Orangemike,Bbb23,1,Directed
Isarra,Bbb23,1,Directed
Joefromrandb,Bbb23,1,Directed
And Adoil Descended,Bbb23,1,Directed
Beyond My Ken,Bbb23,1,Directed
Thumperward,Bbb23,1,Directed
Bluerasberry,Bbb23,1,Directed
Ret.Prof,Bbb23,1,Directed
Tryptofish,Bbb23,1,Directed
Dwaipayanc,Bbb23,1,Directed
Anderson9990,Bbb23,1,Directed
Boing! said Zebedee,Bbb23,1,Directed
Fasttimes68,Bbb23,1,Directed
Mabdul,Bbb23,1,Directed
RegentsPark,Bbb23,1,Directed
Steven Zhang,Bbb23,1,Directed
Someguy1221,Bbb23,1,Directed
GiantSnowman,Bbb23,1,Directed
Demiurge1000,Bbb23,1,Directed
TheGeneralUser,Bbb23,1,Directed
Youreallycan,Bbb23,-1,Directed
Tamsier,Bbb23,-1,Directed
Portillo,Bbb23,-1,Directed
Colonel Warden,Bbb23,-1,Directed
Hipocrite,Bbb23,-1,Directed
Keepscases,Bbb23,-1,Directed
Cube lurker,Bbb23,-1,Directed
Kiefer.Wolfowitz,Bbb23,-1,Directed
Hobit,Bbb23,-1,Directed
Malleus Fatuorum,Bbb23,-1,Directed
WereSpielChequers,Bbb23,-1,Directed
Shawn in Montreal,Bbb23,-1,Directed
ThaddeusB,Bbb23,-1,Directed
Paul Erik,Bbb23,-1,Directed
DGG,Bbb23,-1,Directed
Ktr101,Bbb23,-1,Directed
Johnbod,Bbb23,-1,Directed
Coren,Berean Hunter,1,Directed
Steven Zhang,Berean Hunter,1,Directed
DoRD,Berean Hunter,1,Directed
Anderson9990,Berean Hunter,1,Directed
Frood,Berean Hunter,1,Directed
Dennis Brown,Berean Hunter,1,Directed
Moriori,Berean Hunter,1,Directed
SarahStierch,Berean Hunter,1,Directed
GiantSnowman,Berean Hunter,1,Directed
QuiteUnusual,Berean Hunter,1,Directed
My76Strat,Berean Hunter,1,Directed
Trusilver,Berean Hunter,1,Directed
The Blade of the Northern Lights,Berean Hunter,1,Directed
Egg Centric,Berean Hunter,1,Directed
Edinburgh Wanderer,Berean Hunter,1,Directed
Dank,Berean Hunter,1,Directed
Kudpung,Berean Hunter,1,Directed
Calmer Waters,Berean Hunter,1,Directed
Drmies,Berean Hunter,1,Directed
Mysterytrey,Berean Hunter,1,Directed
Monty845,Berean Hunter,1,Directed
Morning Sunshine,Berean Hunter,1,Directed
Someguy1221,Berean Hunter,1,Directed
Casliber,Berean Hunter,1,Directed
Boing! said Zebedee,Berean Hunter,1,Directed
SmokeyJoe,Berean Hunter,1,Directed
Kiefer.Wolfowitz,Berean Hunter,1,Directed
Peridon,Berean Hunter,1,Directed
Arcandam,Berean Hunter,1,Directed
MelanieN,Berean Hunter,1,Directed
Timotheus Canens,Berean Hunter,1,Directed
Acroterion,Berean Hunter,1,Directed
Yngvadottir,Berean Hunter,1,Directed
EdJohnston,Berean Hunter,1,Directed
Joe Decker,Berean Hunter,1,Directed
Keilana,Berean Hunter,1,Directed
Bbb23,Berean Hunter,1,Directed
Courcelles,Berean Hunter,1,Directed
Volunteer Marek,Berean Hunter,1,Directed
HueSatLum,Berean Hunter,1,Directed
Pedro,Berean Hunter,1,Directed
Diannaa,Berean Hunter,1,Directed
Wayne Slam,Berean Hunter,1,Directed
Crisco 1492,Berean Hunter,1,Directed
TCO,Berean Hunter,1,Directed
Buster7,Berean Hunter,1,Directed
Aude,Berean Hunter,1,Directed
Fetchcomms,Berean Hunter,1,Directed
Ponyo,Berean Hunter,1,Directed
AutomaticStrikeout,Berean Hunter,1,Directed
Ktr101,Berean Hunter,1,Directed
Carrite,Berean Hunter,1,Directed
Riley Huntley,Berean Hunter,1,Directed
Xymmax,Berean Hunter,1,Directed
Electriccatfish2,Berean Hunter,1,Directed
AGK,Berean Hunter,1,Directed
Lord Roem,Berean Hunter,1,Directed
A. B.,Berean Hunter,1,Directed
Elen of the Roads,Berean Hunter,1,Directed
Axl,Berean Hunter,1,Directed
Chip123456,Berean Hunter,1,Directed
Cullen328,Berean Hunter,1,Directed
Thumperward,Berean Hunter,1,Directed
Secret,Berean Hunter,1,Directed
Pundit,Berean Hunter,1,Directed
Wagino 20100516,Berean Hunter,1,Directed
Σ,Berean Hunter,1,Directed
OlEnglish,Berean Hunter,1,Directed
Connormah,Berean Hunter,1,Directed
Alanscottwalker,Berean Hunter,1,Directed
Nikkimaria,Berean Hunter,1,Directed
Kilopi,Berean Hunter,1,Directed
Stephen,Berean Hunter,1,Directed
Adjwilley,Berean Hunter,1,Directed
Gogo Dodo,Berean Hunter,1,Directed
Master&Expert,Berean Hunter,1,Directed
Cindamuse,Berean Hunter,1,Directed
Jafeluv,Berean Hunter,1,Directed
Mabdul,Berean Hunter,1,Directed
SilkTork,Berean Hunter,1,Directed
Torreslfchero,Berean Hunter,1,Directed
Mr. Stradivarius,Berean Hunter,1,Directed
John,Berean Hunter,1,Directed
Cyberpower678,Berean Hunter,1,Directed
Ryan Vesey,Berean Hunter,1,Directed
Risker,Berean Hunter,1,Directed
Newyorkbrad,Berean Hunter,1,Directed
Hahc21,Berean Hunter,1,Directed
MONGO,Berean Hunter,1,Directed
Strike Eagle,Berean Hunter,1,Directed
Ymblanter,Berean Hunter,1,Directed
Philosopher,Berean Hunter,1,Directed
Isarra,Berean Hunter,1,Directed
Andrew Gray,Berean Hunter,1,Directed
BD2412,Berean Hunter,1,Directed
Rschen7754,Berean Hunter,1,Directed
Ched Davis,Berean Hunter,1,Directed
IShadowed,Berean Hunter,1,Directed
Hu12,Berean Hunter,1,Directed
The ed17,Berean Hunter,1,Directed
Dreadstar,Berean Hunter,1,Directed
Elockid,Berean Hunter,1,Directed
Steven Walling,Berean Hunter,1,Directed
Sparklism,Berean Hunter,1,Directed
Dweller,Berean Hunter,1,Directed
DBigXray,Berean Hunter,1,Directed
Ceradon,Berean Hunter,1,Directed
RP459,Berean Hunter,1,Directed
MastCell,Berean Hunter,1,Directed
DeltaQuad,Berean Hunter,1,Directed
Mark Arsten,Berean Hunter,1,Directed
IRWolfie-,Berean Hunter,1,Directed
GabeMc,Berean Hunter,1,Directed
Jorgath,Berean Hunter,1,Directed
Doc9871,Berean Hunter,1,Directed
Keepscases,Berean Hunter,1,Directed
Orlady,Berean Hunter,1,Directed
Kumioko,Berean Hunter,1,Directed
BusterD,Berean Hunter,1,Directed
Vertium,Berean Hunter,1,Directed
SlimVirgin,Berean Hunter,1,Directed
Rich Farmbrough,Berean Hunter,1,Directed
Jusdafax,Berean Hunter,1,Directed
DoriSmith,Berean Hunter,1,Directed
Vibhijain,Berean Hunter,1,Directed
Wizardman,Berean Hunter,1,Directed
Mlpearc,Berean Hunter,1,Directed
Glrx,Berean Hunter,1,Directed
Phantomsteve,Berean Hunter,1,Directed
Mike 7,Berean Hunter,1,Directed
MarnetteD,Berean Hunter,1,Directed
Jasper Deng,Berean Hunter,1,Directed
Wifione,Berean Hunter,1,Directed
Callanecc,Berean Hunter,1,Directed
Skier Dude,Berean Hunter,1,Directed
SudoGhost,Berean Hunter,1,Directed
Nouniquenames,Berean Hunter,1,Directed
Bluerasberry,Berean Hunter,1,Directed
Ged UK,Berean Hunter,1,Directed
AlexiusHoratius,Berean Hunter,1,Directed
Michael Anon,Berean Hunter,1,Directed
AniMate,Berean Hunter,1,Directed
Ultraexactzz,Berean Hunter,1,Directed
Binksternet,Berean Hunter,1,Directed
WereSpielChequers,Berean Hunter,1,Directed
28bytes,Berean Hunter,1,Directed
Slon02,Berean Hunter,1,Directed
Scray,Berean Hunter,1,Directed
Jedd Raynier,Berean Hunter,1,Directed
TheSpecialUser,Berean Hunter,1,Directed
Pharaoh of the Wizards,Berean Hunter,1,Directed
Dru of Id,Berean Hunter,1,Directed
Jac16888,Berean Hunter,1,Directed
TheGeneralUser,Berean Hunter,1,Directed
Joefromrandb,Berean Hunter,1,Directed
KTC,Berean Hunter,1,Directed
Acalamari,Berean Hunter,1,Directed
Tryptofish,Berean Hunter,1,Directed
WikiPuppies,Berean Hunter,1,Directed
SarekOfVulcan,Berean Hunter,1,Directed
Graeme Bartlett,Bgwhite,1,Directed
Magioladitis,Bgwhite,1,Directed
Brookie,Bgwhite,1,Directed
Kurtis,Bgwhite,1,Directed
Titodutta,Bgwhite,1,Directed
Stalwart111,Bgwhite,1,Directed
Deb,Bgwhite,1,Directed
Hex,Bgwhite,1,Directed
Nyttend,Bgwhite,1,Directed
Torreslfchero,Bgwhite,1,Directed
Begoon,Bgwhite,1,Directed
kelapstick,Bgwhite,1,Directed
Dank,Bgwhite,1,Directed
BuickCenturyDriver,Bgwhite,1,Directed
AutomaticStrikeout,Bgwhite,1,Directed
The Interior,Bgwhite,1,Directed
Rcsprinter123,Bgwhite,1,Directed
Dwaipayanc,Bgwhite,1,Directed
Nouniquenames,Bgwhite,1,Directed
Philosopher,Bgwhite,1,Directed
Thine Antique Pen,Bgwhite,1,Directed
Valenciano,Bgwhite,1,Directed
Scottywong,Bgwhite,1,Directed
LadyofShalott,Bgwhite,1,Directed
Filelakeshoe,Bgwhite,1,Directed
Joe Decker,Bgwhite,1,Directed
Drmies,Bgwhite,1,Directed
Newyorkbrad,Bgwhite,1,Directed
Reaper Eternal,Bgwhite,1,Directed
Someguy1221,Bgwhite,1,Directed
Kumioko,Bgwhite,1,Directed
Go Phightins!,Bgwhite,1,Directed
Moe Epsilon,Bgwhite,1,Directed
GiantSnowman,Bgwhite,1,Directed
Kierzek,Bgwhite,1,Directed
Rotten regard,Bgwhite,1,Directed
PaleAqua,Bgwhite,1,Directed
DoriSmith,Bgwhite,1,Directed
Eagles247,Bgwhite,1,Directed
Mandarax,Bgwhite,1,Directed
Slon02,Bgwhite,1,Directed
Stephen,Bgwhite,1,Directed
GabeMc,Bgwhite,1,Directed
Hahc21,Bgwhite,1,Directed
Vacation9,Bgwhite,1,Directed
TBrandley,Bgwhite,1,Directed
Miniapolis,Bgwhite,1,Directed
Bbb23,Bgwhite,1,Directed
Webclient101,Bgwhite,1,Directed
Callanecc,Bgwhite,1,Directed
King of Hearts,Bgwhite,1,Directed
Swarm,Bgwhite,1,Directed
TParis,Bgwhite,1,Directed
Peridon,Bgwhite,1,Directed
A7x,Bgwhite,1,Directed
CharlieEchoTango,Bgwhite,1,Directed
J36miles,Bgwhite,1,Directed
Sue Rangell,Bgwhite,1,Directed
Adjwilley,Bgwhite,1,Directed
Axl,Bgwhite,1,Directed
Secret,Bgwhite,1,Directed
MrX,Bgwhite,1,Directed
Mlpearc,Bgwhite,1,Directed
Nick-D,Bgwhite,1,Directed
Spencer,Bgwhite,1,Directed
Dirtlawyer1,Bgwhite,1,Directed
Bmusician,Bgwhite,1,Directed
Sparklism,Bgwhite,1,Directed
Mabdul,Bgwhite,1,Directed
SilkTork,Bgwhite,1,Directed
RP459,Bgwhite,1,Directed
Lord Roem,Bgwhite,1,Directed
The Anonymouse,Bgwhite,1,Directed
Carrite,Bgwhite,1,Directed
Roger Davies,Bgwhite,1,Directed
Beeblebrox,Bgwhite,1,Directed
Townlake,Bgwhite,1,Directed
The ed17,Bgwhite,1,Directed
Saedon,Bgwhite,1,Directed
Doc9871,Bgwhite,1,Directed
Morning Sunshine,Bgwhite,1,Directed
Makecat,Bgwhite,1,Directed
Ponyo,Bgwhite,1,Directed
Mark91,Bgwhite,1,Directed
Ktr101,Bgwhite,1,Directed
ZappaOMati,Bgwhite,1,Directed
Wizardman,Bgwhite,1,Directed
Kiefer.Wolfowitz,Bgwhite,1,Directed
Mr. Stradivarius,Bgwhite,1,Directed
Royalbroil,Bgwhite,1,Directed
Kusma,Bgwhite,1,Directed
Riley Huntley,Bgwhite,1,Directed
Dentalplanlisa,Bgwhite,1,Directed
ansumang,Bgwhite,1,Directed
Bzweebl,Bgwhite,1,Directed
Rzuwig,Bgwhite,1,Directed
MONGO,Bgwhite,1,Directed
Pharaoh of the Wizards,Bgwhite,1,Directed
Mediran,Bgwhite,1,Directed
Wikiwind,Bgwhite,1,Directed
Kudpung,Bgwhite,1,Directed
Ret.Prof,Bgwhite,1,Directed
Tryptofish,Bgwhite,1,Directed
C678,Bgwhite,1,Directed
Gerda Arendt,Bgwhite,1,Directed
Mike 7,Bgwhite,1,Directed
Salih,Bgwhite,1,Directed
INeverCry,Bgwhite,1,Directed
MichaelQSchmidt,Bgwhite,1,Directed
John F. Lewis,Bgwhite,1,Directed
Dengero,Bgwhite,1,Directed
Agathoclea,Bgwhite,-1,Directed
Samsara,Bgwhite,-1,Directed
WilyD,Bgwhite,-1,Directed
Colonel Warden,Bgwhite,-1,Directed
WereSpielChequers,Bgwhite,-1,Directed
John,Bgwhite,-1,Directed
Jusdafax,Bgwhite,-1,Directed
Malleus Fatuorum,Bgwhite,-1,Directed
Casliber,Bgwhite,-1,Directed
Julia W,Bgwhite,-1,Directed
Phil Bridger,Bgwhite,-1,Directed
Trusilver,Bgwhite,-1,Directed
Sparklism,Bgwhite,-1,Directed
Thine Antique Pen,Crisco 1492,1,Directed
Bobrayner,Crisco 1492,1,Directed
Gilderien,Crisco 1492,1,Directed
Nick-D,Crisco 1492,1,Directed
Reaper Eternal,Crisco 1492,1,Directed
Pol430,Crisco 1492,1,Directed
Graeme Bartlett,Crisco 1492,1,Directed
Bmusician,Crisco 1492,1,Directed
Peripitus,Crisco 1492,1,Directed
Casliber,Crisco 1492,1,Directed
Pharaoh of the Wizards,Crisco 1492,1,Directed
Kiefer.Wolfowitz,Crisco 1492,1,Directed
Rcsprinter123,Crisco 1492,1,Directed
ansumang,Crisco 1492,1,Directed
MathewTownsend,Crisco 1492,1,Directed
Lord Roem,Crisco 1492,1,Directed
Morning Sunshine,Crisco 1492,1,Directed
Master&Expert,Crisco 1492,1,Directed
Rich Farmbrough,Crisco 1492,1,Directed
Khazar2,Crisco 1492,1,Directed
Axl,Crisco 1492,1,Directed
Mark Arsten,Crisco 1492,1,Directed
Secret,Crisco 1492,1,Directed
GrahamColm,Crisco 1492,1,Directed
Sven Manguard,Crisco 1492,1,Directed
S Marshall,Crisco 1492,1,Directed
Stephen,Crisco 1492,1,Directed
MichaelQSchmidt,Crisco 1492,1,Directed
BuickCenturyDriver,Crisco 1492,1,Directed
Jedd Raynier,Crisco 1492,1,Directed
GabeMc,Crisco 1492,1,Directed
Materialscientist,Crisco 1492,1,Directed
Zanhe,Crisco 1492,1,Directed
Bill william compton,Crisco 1492,1,Directed
Eustress,Crisco 1492,1,Directed
PumpkinSky,Crisco 1492,1,Directed
Tony1,Crisco 1492,1,Directed
Dennis Brown,Crisco 1492,1,Directed
Scottywong,Crisco 1492,1,Directed
Br'er Rabbit,Crisco 1492,1,Directed
Maunus,Crisco 1492,1,Directed
Tim riley,Crisco 1492,1,Directed
Dipankan001,Crisco 1492,1,Directed
WaitingForConnection,Crisco 1492,1,Directed
Ryan Vesey,Crisco 1492,1,Directed
Cyberpower678,Crisco 1492,1,Directed
Wehwalt,Crisco 1492,1,Directed
The Interior,Crisco 1492,1,Directed
HueSatLum,Crisco 1492,1,Directed
Chedzilla,Crisco 1492,1,Directed
Grapple X,Crisco 1492,1,Directed
Wizardman,Crisco 1492,1,Directed
Torreslfchero,Crisco 1492,1,Directed
Jan eissfeldt,Crisco 1492,1,Directed
SilkTork,Crisco 1492,1,Directed
SatuSuro,Crisco 1492,1,Directed
Jenks24,Crisco 1492,1,Directed
Rsrikanth05,Crisco 1492,1,Directed
Brookie,Crisco 1492,1,Directed
MONGO,Crisco 1492,1,Directed
Kudpung,Crisco 1492,1,Directed
RexxS,Crisco 1492,1,Directed
Gerda Arendt,Crisco 1492,1,Directed
Electriccatfish2,Crisco 1492,1,Directed
Newyorkbrad,Crisco 1492,1,Directed
Modernist,Crisco 1492,1,Directed
Skier Dude,Crisco 1492,1,Directed
Diannaa,Crisco 1492,1,Directed
SL93,Crisco 1492,1,Directed
Kierzek,Crisco 1492,1,Directed
Milowent,Crisco 1492,1,Directed
Salvidrim,Crisco 1492,1,Directed
Graham87,Crisco 1492,1,Directed
Antidiskriminator,Crisco 1492,1,Directed
Vensatry,Crisco 1492,1,Directed
Steven Zhang,Crisco 1492,1,Directed
Pdcook,Crisco 1492,1,Directed
RP459,Crisco 1492,1,Directed
Foxj,Crisco 1492,1,Directed
Wilbysuffolk,Crisco 1492,1,Directed
Minimac,Crisco 1492,1,Directed
Mkdw,Crisco 1492,1,Directed
Rogerd,Crisco 1492,1,Directed
TowTrucker,Crisco 1492,1,Directed
kennedy,Crisco 1492,1,Directed
Vibhijain,Crisco 1492,1,Directed
Livitup,Crisco 1492,1,Directed
Ymblanter,Crisco 1492,1,Directed
Keilana,Crisco 1492,1,Directed
The Illusive Man,Crisco 1492,1,Directed
Drmies,Crisco 1492,1,Directed
Monterey Bay,Crisco 1492,1,Directed
NTox,Crisco 1492,1,Directed
The ed17,Crisco 1492,1,Directed
Mike 7,Crisco 1492,1,Directed
Mr. Stradivarius,Crisco 1492,1,Directed
CapMan07008,Crisco 1492,1,Directed
ZappaOMati,Crisco 1492,1,Directed
Yngvadottir,Crisco 1492,1,Directed
My76Strat,Crisco 1492,1,Directed
Dr. Blofeld,Crisco 1492,1,Directed
Mailer diablo,Crisco 1492,1,Directed
Royalbroil,Crisco 1492,1,Directed
ChromaNebula,Crisco 1492,1,Directed
Tryptofish,Crisco 1492,1,Directed
Bluerasberry,Crisco 1492,1,Directed
UnbelievableError,Crisco 1492,1,Directed
Shadowjams,Crisco 1492,1,Directed
Connormah,Crisco 1492,1,Directed
TheGeneralUser,Crisco 1492,1,Directed
Monty845,Crisco 1492,-1,Directed
,Crisco 1492,-1,Directed
Malleus Fatuorum,Crisco 1492,-1,Directed
Paul Erik,Crisco 1492,-1,Directed
Tom Morris,Crisco 1492,-1,Directed
Phil Bridger,Crisco 1492,-1,Directed
KTC,Crisco 1492,-1,Directed
Hut 8.5,Crisco 1492,-1,Directed
Martijn Hoekstra,Crisco 1492,-1,Directed
Colonel Warden,Crisco 1492,-1,Directed
Vejvančický,Crisco 1492,-1,Directed
Salvio  giuliano,Crisco 1492,-1,Directed
Jac16888,De728631,1,Directed
Filelakeshoe,De728631,1,Directed
Egg Centric,De728631,1,Directed
Mike 7,De728631,1,Directed
Jedd Raynier,De728631,1,Directed
Deb,De728631,1,Directed
Crisco 1492,De728631,1,Directed
Dennis Brown,De728631,1,Directed
Dank,De728631,1,Directed
Shawn in Montreal,De728631,1,Directed
Hahc21,De728631,1,Directed
Newyorkbrad,De728631,1,Directed
Mysterytrey,De728631,1,Directed
Keilana,De728631,1,Directed
JoeSperrazza,De728631,1,Directed
Lord Roem,De728631,1,Directed
Joe Decker,De728631,1,Directed
MJ94,De728631,1,Directed
Coren,De728631,1,Directed
MelanieN,De728631,1,Directed
Peridon,De728631,1,Directed
Kusma,De728631,1,Directed
Axl,De728631,1,Directed
SoWhy,De728631,1,Directed
Someguy1221,De728631,1,Directed
The ed17,De728631,1,Directed
PumpkinSky,De728631,1,Directed
GabeMc,De728631,1,Directed
Paul Erik,De728631,1,Directed
Lothar von Richthofen,De728631,1,Directed
Torreslfchero,De728631,1,Directed
Boing! said Zebedee,De728631,1,Directed
Vibhijain,De728631,1,Directed
Morning Sunshine,De728631,1,Directed
IRWolfie-,De728631,1,Directed
AutomaticStrikeout,De728631,1,Directed
Evanh2008,De728631,1,Directed
AGK,De728631,1,Directed
Malcolmxl5,De728631,1,Directed
Stephen,De728631,1,Directed
Gilderien,De728631,1,Directed
RP459,De728631,1,Directed
HueSatLum,De728631,1,Directed
Sparklism,De728631,1,Directed
Mailer diablo,De728631,1,Directed
Modernist,De728631,1,Directed
Philippe,De728631,1,Directed
Electriccatfish2,De728631,1,Directed
Pharaoh of the Wizards,De728631,1,Directed
Kiefer.Wolfowitz,De728631,1,Directed
Casliber,De728631,1,Directed
Callanecc,De728631,1,Directed
Manning Bartlett,De728631,1,Directed
Kudpung,De728631,1,Directed
Wagino 20100516,De728631,1,Directed
Tryptofish,De728631,1,Directed
Doctree,De728631,1,Directed
Slon02,De728631,1,Directed
BuickCenturyDriver,De728631,1,Directed
Cyberpower678,De728631,1,Directed
Ironholds,De728631,1,Directed
Jorgath,De728631,1,Directed
GiantSnowman,De728631,1,Directed
Ryan Vesey,De728631,1,Directed
Mr. Stradivarius,De728631,1,Directed
Jusdafax,De728631,1,Directed
Thine Antique Pen,De728631,1,Directed
Strike Eagle,De728631,1,Directed
Isarra,De728631,1,Directed
Kierzek,De728631,1,Directed
TheGeneralUser,De728631,1,Directed
KTC,De728631,1,Directed
DoriSmith,De728631,1,Directed
SlimVirgin,De728631,1,Directed
Pedro,Dennis Brown,1,Directed
Keilana,Dennis Brown,1,Directed
